Uniq_SampleID	Date of Collection
ME-HETL-J2007	2/24/21
ME-HETL-J2008	2/25/21
ME-HETL-J2010	2/26/21
ME-HETL-J2011	2/27/21
ME-HETL-J2012	2/28/21
ME-HETL-J2013	2/28/21
ME-HETL-J2014	3/1/21
ME-HETL-J2015	3/4/21
ME-HETL-J2016	3/4/21
ME-HETL-J2017	3/4/21
ME-HETL-J2018	2/28/21
ME-HETL-J2019	2/28/21
ME-HETL-J2020	2/28/21
ME-HETL-J2021	2/28/21
ME-HETL-J2022	3/5/21
ME-HETL-J2023	3/5/21
ME-HETL-J2024	3/5/21
ME-HETL-J2025	3/5/21
ME-HETL-J2026	3/4/21
ME-HETL-J2027	3/4/21
ME-HETL-J2028	3/4/21
ME-HETL-J2029	3/4/21
ME-HETL-J2030	3/4/21
ME-HETL-J2031	12/2/20
ME-HETL-J2032	12/2/20
ME-HETL-J2033	12/2/20
ME-HETL-J2034	12/2/20
ME-HETL-J2035	12/2/20
ME-HETL-J2036	12/2/20
ME-HETL-J2037	12/2/20
ME-HETL-J2038	12/2/20
ME-HETL-J2039	12/3/20
ME-HETL-J2040	12/3/20
ME-HETL-J2041	2/27/21
ME-HETL-J2042	2/27/21
ME-HETL-J2044	3/1/21
ME-HETL-J2045	3/1/21
ME-HETL-J2046	3/1/21
ME-HETL-J2047	3/1/21
ME-HETL-J2048	3/1/21
ME-HETL-J2049	3/1/21
ME-HETL-J2050	3/1/21
ME-HETL-J2051	3/1/21
ME-HETL-J2053	3/1/21
ME-HETL-J2054	3/1/21
ME-HETL-J2055	3/1/21
ME-HETL-J2056	3/1/21
ME-HETL-J2057	3/2/21
ME-HETL-J2058	3/2/21
ME-HETL-J2059	3/2/21
ME-HETL-J2060	3/2/21
ME-HETL-J2061	3/2/21
ME-HETL-J2062	3/2/21
ME-HETL-J2063	3/2/21
ME-HETL-J2064	3/2/21
ME-HETL-J2065	3/2/21
ME-HETL-J2066	3/2/21
ME-HETL-J2067	3/2/21
ME-HETL-J2068	3/2/21
ME-HETL-J2069	3/2/21
ME-HETL-J2070	3/2/21
ME-HETL-J2071	3/3/21
ME-HETL-J2072	3/3/21
ME-HETL-J2073	3/3/21
ME-HETL-J2074	3/3/21
ME-HETL-J2075	3/3/21
ME-HETL-J2076	3/3/21
ME-HETL-J2077	3/3/21
ME-HETL-J2078	3/3/21
ME-HETL-J2079	3/3/21
ME-HETL-J2080	3/3/21
ME-HETL-J2081	3/3/21
ME-HETL-J2082	3/4/21
ME-HETL-J2083	3/4/21
ME-HETL-J2084	3/4/21
ME-HETL-J2085	3/4/21
ME-HETL-J2086	3/4/21
ME-HETL-J2089	3/5/21
ME-HETL-J2090	3/5/21
ME-HETL-J2091	3/5/21
ME-HETL-J2092	3/5/21
ME-HETL-J2093	3/5/21
ME-HETL-J2094	3/5/21
ME-HETL-J2097	3/5/21
ME-HETL-J2098	3/5/21
ME-HETL-J2099	3/5/21
ME-HETL-J2100	3/5/21
ME-HETL-J2101	3/5/21
ME-HETL-J2102	3/5/21
ME-HETL-J2103	3/5/21
ME-HETL-J2104	3/7/21
ME-HETL-J2106	3/7/21
ME-HETL-J2107	3/7/21
ME-HETL-J2110	3/8/21
ME-HETL-J2111	3/9/21
ME-HETL-J2112	3/9/21
ME-HETL-J2113	3/9/21
ME-HETL-J2114	3/9/21
ME-HETL-J2115	3/9/21
ME-HETL-J2116	3/9/21
ME-HETL-J2117	3/9/21
ME-HETL-J2118	3/9/21
ME-HETL-J2119	3/9/21
ME-HETL-J2120	3/9/21
ME-HETL-J2121	3/9/21
ME-HETL-J2122	3/9/21
ME-HETL-J2123	3/9/21
ME-HETL-J2124	3/9/21
ME-HETL-J2125	3/9/21
ME-HETL-J2126	3/9/21
ME-HETL-J2127	3/9/21
ME-HETL-J2129	3/9/21
ME-HETL-J2130	3/9/21
ME-HETL-J2131	3/9/21
ME-HETL-J2132	3/9/21
ME-HETL-J2133	3/9/21
ME-HETL-J2134	3/9/21
ME-HETL-J2135	3/9/21
ME-HETL-J2136	3/10/21
ME-HETL-J2137	3/10/21
ME-HETL-J2139	3/10/21
ME-HETL-J2142	3/10/21
ME-HETL-J2146	3/11/21
ME-HETL-J2147	3/11/21
ME-HETL-J2149	3/12/21
ME-HETL-J2158	3/15/21
ME-HETL-J2161	3/12/21
ME-HETL-J2162	3/12/21
ME-HETL-J2164	3/12/21
ME-HETL-J2165	3/12/21
ME-HETL-J2166	3/13/21
ME-HETL-J2167	3/14/21
ME-HETL-J2168	3/15/21
ME-HETL-J2169	3/15/21
ME-HETL-J2170	3/15/21
ME-HETL-J2171	3/15/21
ME-HETL-J2172	3/15/21
ME-HETL-J2173	3/15/21
ME-HETL-J2174	3/15/21
ME-HETL-J2175	3/15/21
ME-HETL-J2176	3/15/21
ME-HETL-J2178	3/16/21
ME-HETL-J2179	3/16/21
ME-HETL-J2180	3/16/21
ME-HETL-J2181	3/16/21
ME-HETL-J2182	3/16/21
ME-HETL-J2184	3/16/21
ME-HETL-J2185	3/17/21
ME-HETL-J2186	3/17/21
ME-HETL-J2187	3/17/21
ME-HETL-J2189	3/15/21
ME-HETL-J2190	3/15/21
ME-HETL-J2191	3/18/21
ME-HETL-J2192	3/17/21
ME-HETL-J2195	3/17/21
ME-HETL-J2196	3/17/21
ME-HETL-J2197	3/18/21
ME-HETL-J2198	3/18/21
ME-HETL-J2199	3/18/21
ME-HETL-J2200	3/18/21
ME-HETL-J2201	3/18/21
ME-HETL-J2202	3/18/21
ME-HETL-J2203	3/19/21
ME-HETL-J2204	3/19/21
ME-HETL-J2205	3/19/21
ME-HETL-J2206	3/20/21
ME-HETL-J2207	3/20/21
ME-HETL-J2208	3/20/21
ME-HETL-J2210	3/12/21
ME-HETL-J2211	3/15/21
ME-HETL-J2212	3/12/21
ME-HETL-J2213	3/17/21
ME-HETL-J2214	3/17/21
ME-HETL-J2215	3/17/21
ME-HETL-J2216	3/18/21
ME-HETL-J2217	3/18/21
ME-HETL-J2218	3/18/21
ME-HETL-J2219	3/18/21
ME-HETL-J2220	3/18/21
ME-HETL-J2221	3/19/21
ME-HETL-J2222	3/19/21
ME-HETL-J2223	3/19/21
ME-HETL-J2224	3/16/21
ME-HETL-J2225	3/16/21
ME-HETL-J2226	3/16/21
ME-HETL-J2227	3/16/21
ME-HETL-J2228	3/16/21
ME-HETL-J2229	3/16/21
ME-HETL-J2230	3/16/21
ME-HETL-J2231	3/16/21
ME-HETL-J2233	3/4/21
ME-HETL-J2236	3/8/21
ME-HETL-J2238	3/7/21
ME-HETL-J2239	3/7/21
ME-HETL-J2240	3/8/21
ME-HETL-J2241	3/8/21
ME-HETL-J2243	3/6/21
ME-HETL-J2244	3/8/21
ME-HETL-J2245	3/8/21
ME-HETL-J2246	3/8/21
ME-HETL-J2247	3/8/21
ME-HETL-J2248	#N/A
ME-HETL-J2249	3/22/21
ME-HETL-J2250	3/23/21
ME-HETL-J2251	3/23/21
ME-HETL-J2252	3/23/21
ME-HETL-J2253	3/23/21
ME-HETL-J2254	3/23/21
ME-HETL-J2255	3/24/21
ME-HETL-J2256	3/23/21
ME-HETL-J2257	3/23/21
ME-HETL-J2258	3/23/21
ME-HETL-J2259	3/23/21
ME-HETL-J2260	3/24/21
ME-HETL-J2261	3/24/21
ME-HETL-J2262	3/24/21
ME-HETL-J2263	3/24/21
ME-HETL-J2264	3/24/21
ME-HETL-J2265	3/24/21
ME-HETL-J2266	3/23/21
ME-HETL-J2267	3/24/21
ME-HETL-J2268	3/24/21
ME-HETL-J2269	3/24/21
ME-HETL-J2270	3/24/21
ME-HETL-J2271	3/24/21
ME-HETL-J2272	3/24/21
ME-HETL-J2273	3/24/21
ME-HETL-J2274	3/25/21
ME-HETL-J2275	3/24/21
ME-HETL-J2276	3/25/21
ME-HETL-J2277	3/25/21
ME-HETL-J2278	3/25/21
ME-HETL-J2279	3/25/21
ME-HETL-J2280	3/25/21
ME-HETL-J2281	3/25/21
ME-HETL-J2282	3/25/21
ME-HETL-J2283	3/25/21
ME-HETL-J2284	3/25/21
ME-HETL-J2285	3/26/21
ME-HETL-J2286	3/25/21
ME-HETL-J2287	#N/A
ME-HETL-J2288	#N/A
ME-HETL-J2289	#N/A
ME-HETL-J2293	3/28/21
ME-HETL-J2294	3/28/21
ME-HETL-J2295	3/28/21
ME-HETL-J2296	3/28/21
ME-HETL-J2297	3/20/21
ME-HETL-J2298	3/16/21
ME-HETL-J2299	3/15/21
ME-HETL-J2300	3/17/21
ME-HETL-J2301	3/18/21
ME-HETL-J2302	3/17/21
ME-HETL-J2303	3/15/21
ME-HETL-J2304	3/15/21
ME-HETL-J2305	3/18/21
ME-HETL-J2306	3/19/21
ME-HETL-J2307	3/16/21
ME-HETL-J2308	3/18/21
ME-HETL-J2309	3/16/21
ME-HETL-J2313	3/16/21
ME-HETL-J2314	3/19/21
ME-HETL-J2315	3/16/21
ME-HETL-J2316	3/16/21
ME-HETL-J2317	3/16/21
ME-HETL-J2318	3/15/21
ME-HETL-J2319	3/15/21
ME-HETL-J2320	3/16/21
ME-HETL-J2321	3/16/21
ME-HETL-J2322	3/19/21
ME-HETL-J2323	3/18/21
ME-HETL-J2324	3/18/21
ME-HETL-J2326	3/24/21
ME-HETL-J2327	3/24/21
ME-HETL-J2328	3/24/21
ME-HETL-J2329	3/24/21
ME-HETL-J2330	3/24/21
ME-HETL-J2332	3/23/21
ME-HETL-J2333	3/23/21
ME-HETL-J2334	3/23/21
ME-HETL-J2335	3/3/21
ME-HETL-J2337	3/8/21
ME-HETL-J2340	3/8/21
ME-HETL-J2342	3/13/21
ME-HETL-J2343	3/18/21
ME-HETL-J2344	3/18/21
ME-HETL-J2345	3/18/21
ME-HETL-J2346	3/18/21
ME-HETL-J2347	3/18/21
ME-HETL-J2348	3/18/21
ME-HETL-J2349	3/18/21
ME-HETL-J2350	3/18/21
ME-HETL-J2351	3/18/21
ME-HETL-J2352	3/18/21
ME-HETL-J2353	3/18/21
ME-HETL-J2354	3/18/21
ME-HETL-J2355	3/18/21
ME-HETL-J2356	3/18/21
ME-HETL-J2357	3/18/21
ME-HETL-J2358	3/18/21
ME-HETL-J2359	3/18/21
ME-HETL-J2360	3/18/21
ME-HETL-J2361	3/18/21
ME-HETL-J2362	3/18/21
ME-HETL-J2364	3/18/21
ME-HETL-J2365	3/18/21
ME-HETL-J2366	3/18/21
ME-HETL-J2367	3/18/21
ME-HETL-J2368	3/19/21
ME-HETL-J2369	3/19/21
ME-HETL-J2370	3/19/21
ME-HETL-J2371	3/19/21
ME-HETL-J2372	3/19/21
ME-HETL-J2373	3/19/21
ME-HETL-J2375	3/19/21
ME-HETL-J2376	3/19/21
ME-HETL-J2377	3/19/21
ME-HETL-J2378	#N/A
ME-HETL-J2379	3/19/21
ME-HETL-J2380	3/19/21
ME-HETL-J2381	3/19/21
ME-HETL-J2382	3/20/21
ME-HETL-J2383	3/20/21
ME-HETL-J2385	3/18/21
ME-HETL-J2386	3/20/21
ME-HETL-J2389	3/20/21
ME-HETL-J2390	3/20/21
ME-HETL-J2391	3/20/21
ME-HETL-J2392	3/20/21
ME-HETL-J2393	3/20/21
ME-HETL-J2394	3/20/21
ME-HETL-J2395	3/20/21
ME-HETL-J2396	3/20/21
ME-HETL-J2397	3/20/21
ME-HETL-J2398	3/20/21
ME-HETL-J2399	3/20/21
ME-HETL-J2400	3/20/21
ME-HETL-J2401	3/20/21
ME-HETL-J2402	3/20/21
ME-HETL-J2403	3/21/21
ME-HETL-J2404	3/21/21
ME-HETL-J2405	3/21/21
ME-HETL-J2406	3/21/21
ME-HETL-J2407	3/21/21
ME-HETL-J2408	3/21/21
ME-HETL-J2410	3/21/21
ME-HETL-J2411	3/21/21
ME-HETL-J2412	3/22/21
ME-HETL-J2413	3/22/21
ME-HETL-J2414	3/22/21
ME-HETL-J2415	3/22/21
ME-HETL-J2416	3/22/21
ME-HETL-J2417	3/22/21
ME-HETL-J2418	3/22/21
ME-HETL-J2419	3/22/21
ME-HETL-J2420	3/22/21
ME-HETL-J2421	3/22/21
ME-HETL-J2422	3/30/21
ME-HETL-J2423	3/29/21
ME-HETL-J2424	3/29/21
ME-HETL-J2425	3/30/21
ME-HETL-J2426	3/30/21
ME-HETL-J2427	#N/A
ME-HETL-J2428	#N/A
ME-HETL-J2429	#N/A
ME-HETL-J2431	#N/A
ME-HETL-J2432	4/1/21
ME-HETL-J2433	4/1/21
ME-HETL-J2434	4/2/21
ME-HETL-J2435	4/2/21
ME-HETL-J2436	4/2/21
ME-HETL-J2437	4/2/21
