Sample	Date of Collection	Pangolin	Month	Week
ME-HETL-J12170	2022-01-31	BA.1.1	2022-1	2022-5
ME-HETL-J12171	2022-01-31	BA.1.1	2022-1	2022-5
ME-HETL-J12172	2022-01-31	BA.1.1	2022-1	2022-5
ME-HETL-J12173	2022-01-31	BA.1.1	2022-1	2022-5
ME-HETL-J12175	2022-02-04	BA.1.1	2022-2	2022-5
ME-HETL-J12176	2022-02-04	BA.1.1	2022-2	2022-5
ME-HETL-J12178	2022-02-04	BA.1.1	2022-2	2022-5
ME-HETL-J12180	2022-02-04	BA.1.1	2022-2	2022-5
ME-HETL-J12181	2022-02-05	BA.1.1	2022-2	2022-5
ME-HETL-J12182	2022-02-04	BA.1.1	2022-2	2022-5
ME-HETL-J12184	2022-01-31	BA.1.15	2022-1	2022-5
ME-HETL-J12185	2022-01-31	BA.1.1	2022-1	2022-5
ME-HETL-J12186	2022-01-31	BA.1.15	2022-1	2022-5
ME-HETL-J12187	2022-01-31	BA.1.1	2022-1	2022-5
ME-HETL-J12188	2022-01-31	BA.1.1	2022-1	2022-5
ME-HETL-J12189	2022-01-31	BA.1.1	2022-1	2022-5
ME-HETL-J12190	2022-01-30	BA.1.1	2022-1	2022-5
ME-HETL-J12191	2022-01-30	BA.1.1	2022-1	2022-5
ME-HETL-J12192	2022-01-28	BA.1.1	2022-1	2022-4
ME-HETL-J12193	2022-02-03	BA.1.1	2022-2	2022-5
ME-HETL-J12194	2022-02-02	BA.1.1	2022-2	2022-5
ME-HETL-J12195	2022-02-02	BA.1.1	2022-2	2022-5
ME-HETL-J12196	2022-02-03	BA.1.1	2022-2	2022-5
ME-HETL-J12197	2022-02-03	BA.1.1	2022-2	2022-5
ME-HETL-J12199	2022-02-03	BA.1.15	2022-2	2022-5
ME-HETL-J12200	2022-02-01	BA.1.1	2022-2	2022-5
ME-HETL-J12201	2022-01-31	BA.1.17.2	2022-1	2022-5
ME-HETL-J12202	2022-02-02	BA.1.1	2022-2	2022-5
ME-HETL-J12203	2022-02-02	BA.1.1	2022-2	2022-5
ME-HETL-J12204	2022-02-01	BA.1.1	2022-2	2022-5
ME-HETL-J12205	2022-02-01	BA.1.1	2022-2	2022-5
ME-HETL-J12206	2022-02-01	BA.1.1	2022-2	2022-5
ME-HETL-J12207	2022-02-01	AY.103	2022-2	2022-5
ME-HETL-J12209	2022-02-03	BA.1	2022-2	2022-5
ME-HETL-J12211	2022-01-31	BA.1.1	2022-1	2022-5
ME-HETL-J12212	2022-01-31	BA.1.1	2022-1	2022-5
ME-HETL-J12214	2022-02-07	BA.1.15	2022-2	2022-6
ME-HETL-J12215	2022-02-07	BA.1.1	2022-2	2022-6
ME-HETL-J12216	2022-02-07	BA.1.1	2022-2	2022-6
ME-HETL-J12217	2022-02-07	BA.1.1	2022-2	2022-6
ME-HETL-J12218	2022-02-07	BA.1.1	2022-2	2022-6
ME-HETL-J12219	2022-02-07	BA.1.1	2022-2	2022-6
ME-HETL-J12220	2022-02-07	BA.1.1	2022-2	2022-6
ME-HETL-J12222	2022-02-07	BA.1.1	2022-2	2022-6
ME-HETL-J12223	2022-02-07	BA.1.15	2022-2	2022-6
ME-HETL-J12225	2022-02-07	BA.1.1	2022-2	2022-6
ME-HETL-J12226	2022-02-07	BA.1.1	2022-2	2022-6
ME-HETL-J12230	2022-02-08	BA.1.1	2022-2	2022-6
ME-HETL-J12231	2022-02-07	BA.1.15	2022-2	2022-6
ME-HETL-J12232	2022-02-07	BA.1.1	2022-2	2022-6
ME-HETL-J12233	2022-02-07	BA.1.1	2022-2	2022-6
ME-HETL-J12234	2022-02-07	BA.1.15	2022-2	2022-6
ME-HETL-J12235	2022-02-07	BA.1.15	2022-2	2022-6
ME-HETL-J12236	2022-02-07	BA.1.15	2022-2	2022-6
ME-HETL-J12237	2022-02-07	BA.1.1	2022-2	2022-6
ME-HETL-J12238	2022-02-07	BA.1.1	2022-2	2022-6
ME-HETL-J12239	2022-02-07	BA.1.1	2022-2	2022-6
ME-HETL-J12240	2022-02-07	BA.1.1	2022-2	2022-6
ME-HETL-J12242	2022-02-07	BA.1.1	2022-2	2022-6
ME-HETL-J12243	2022-02-07	BA.1.1	2022-2	2022-6
ME-HETL-J12244	2022-02-07	BA.1.1	2022-2	2022-6
ME-HETL-J12245	2022-02-07	BA.1.15	2022-2	2022-6
ME-HETL-J12246	2022-02-07	BA.1.15	2022-2	2022-6
ME-HETL-J12247	2022-02-07	BA.1.15	2022-2	2022-6
ME-HETL-J12248	2022-02-07	BA.1.15	2022-2	2022-6
ME-HETL-J12250	2022-02-07	BA.1.1	2022-2	2022-6
ME-HETL-J12251	2022-02-07	BA.1.15	2022-2	2022-6
ME-HETL-J12252	2022-02-17	BA.1.1	2022-2	2022-7
ME-HETL-J12253	2022-02-17	BA.1.1	2022-2	2022-7
ME-HETL-J12254	2022-02-17	BA.1.1	2022-2	2022-7
ME-HETL-J12255	2022-02-17	BA.1.1	2022-2	2022-7
ME-HETL-J12256	2022-02-17	BA.1.15	2022-2	2022-7
ME-HETL-J12257	2022-02-17	BA.1.15	2022-2	2022-7
ME-HETL-J12258	2022-02-17	BA.1.15	2022-2	2022-7
ME-HETL-J12259	2022-02-17	BA.1.15	2022-2	2022-7
ME-HETL-J12260	2022-02-16	BA.1.1	2022-2	2022-7
ME-HETL-J12261	2022-02-16	BA.1.1	2022-2	2022-7
ME-HETL-J12262	2022-02-16	BA.1.18	2022-2	2022-7
ME-HETL-J12263	2022-02-15	BA.1.1	2022-2	2022-7
ME-HETL-J12264	2022-02-15	BA.1.1	2022-2	2022-7
ME-HETL-J12265	2022-02-14	BA.1.1	2022-2	2022-7
ME-HETL-J12266	2022-02-14	BA.1.1	2022-2	2022-7
ME-HETL-J12267	2022-02-14	BA.1.18	2022-2	2022-7
ME-HETL-J12268	2022-02-14	BA.1.1	2022-2	2022-7
ME-HETL-J12269	2022-02-14	BA.1.1	2022-2	2022-7
ME-HETL-J12270	2022-02-14	BA.1.1	2022-2	2022-7
ME-HETL-J12271	2022-02-14	BA.1.15	2022-2	2022-7
ME-HETL-J12272	2022-02-14	BA.1.1	2022-2	2022-7
ME-HETL-J12273	2022-02-14	BA.1.1	2022-2	2022-7
ME-HETL-J12274	2022-02-14	BA.1.1	2022-2	2022-7
ME-HETL-J12275	2022-02-14	BA.1.15	2022-2	2022-7
ME-HETL-J12276	2022-02-14	BA.1.1	2022-2	2022-7
ME-HETL-J12277	2022-02-14	BA.1.1	2022-2	2022-7
ME-HETL-J12278	2022-02-16	BA.1.17.2	2022-2	2022-7
ME-HETL-J12279	2022-02-15	BA.1	2022-2	2022-7
ME-HETL-J12280	2022-02-15	BA.1.20	2022-2	2022-7
ME-HETL-J12281	2022-02-14	BA.1.1	2022-2	2022-7
ME-HETL-J12282	2022-02-14	BA.1.15	2022-2	2022-7
ME-HETL-J12284	2022-02-14	BA.1.15	2022-2	2022-7
ME-HETL-J12285	2022-02-14	BA.1.1.14	2022-2	2022-7
ME-HETL-J12286	2022-02-14	BA.1.1	2022-2	2022-7
ME-HETL-J12287	2022-02-14	BA.1.1	2022-2	2022-7
ME-HETL-J12288	2022-02-14	BA.1.1	2022-2	2022-7
ME-HETL-J12289	2022-02-14	BA.1.1	2022-2	2022-7
ME-HETL-J12290	2022-02-14	BA.1.1	2022-2	2022-7
ME-HETL-J12291	2022-02-14	BA.1.1	2022-2	2022-7
ME-HETL-J12292	2022-02-17	BA.1.1	2022-2	2022-7
ME-HETL-J12293	2022-02-17	BA.1.1	2022-2	2022-7
ME-HETL-J12294	2022-02-17	BA.1.15	2022-2	2022-7
ME-HETL-J12295	2022-02-17	BA.1.15	2022-2	2022-7
ME-HETL-J12296	2022-02-17	BA.1.15	2022-2	2022-7
ME-HETL-J12297	2022-02-16	BA.1.1	2022-2	2022-7
ME-HETL-J12298	2022-02-16	BA.1.1	2022-2	2022-7
ME-HETL-J12299	2022-02-16	BA.1.1	2022-2	2022-7
ME-HETL-J12300	2022-02-16	BA.1.1	2022-2	2022-7
ME-HETL-J12301	2022-02-16	BA.1.1	2022-2	2022-7
ME-HETL-J12302	2022-02-16	BA.1.1	2022-2	2022-7
ME-HETL-J12303	2022-02-16	BA.1.1	2022-2	2022-7
ME-HETL-J12304	2022-02-14	BA.1.1	2022-2	2022-7
ME-HETL-J12305	2022-02-14	BA.1.1	2022-2	2022-7
ME-HETL-J12306	2022-02-14	BA.1.1	2022-2	2022-7
ME-HETL-J12307	2022-02-14	BA.1.1	2022-2	2022-7
ME-HETL-J12308	2022-02-14	BA.1.1	2022-2	2022-7
ME-HETL-J12404	2022-01-27	BA.1.1	2022-1	2022-4
ME-HETL-J12405	2022-01-27	BA.1.1	2022-1	2022-4
ME-HETL-J12406	2022-01-27	BA.1	2022-1	2022-4
ME-HETL-J12407	DateMissing	BA.1.1	DateMissing-Past	DateMissing-Past
ME-HETL-J12408	2022-01-27	BA.1.1	2022-1	2022-4
ME-HETL-J12409	2022-01-27	BA.1.1	2022-1	2022-4
ME-HETL-J12410	2022-01-27	BA.1.1	2022-1	2022-4
ME-HETL-J12411	2022-01-27	BA.1.1	2022-1	2022-4
ME-HETL-J12412	2022-01-28	BA.1.17.2	2022-1	2022-4
ME-HETL-J12413	2022-01-28	BA.1.1	2022-1	2022-4
ME-HETL-J12414	2022-01-28	BA.1.21	2022-1	2022-4
ME-HETL-J12415	2022-01-28	BA.1	2022-1	2022-4
ME-HETL-J12418	2022-01-28	BA.1	2022-1	2022-4
ME-HETL-J12419	2022-01-28	BA.1	2022-1	2022-4
ME-HETL-J12420	2022-01-28	BA.1.1	2022-1	2022-4
ME-HETL-J12421	2022-01-28	BA.1.17.2	2022-1	2022-4
ME-HETL-J12422	2022-01-28	BA.1.1	2022-1	2022-4
ME-HETL-J12423	2022-01-28	BA.1.1	2022-1	2022-4
ME-HETL-J12424	2022-01-28	BA.1.1	2022-1	2022-4
ME-HETL-J12425	2022-01-28	BA.1.1	2022-1	2022-4
ME-HETL-J12426	2022-01-28	BA.1.1	2022-1	2022-4
ME-HETL-J12427	2022-01-30	BA.1.20	2022-1	2022-5
ME-HETL-J12428	2022-01-30	BA.1.18	2022-1	2022-5
ME-HETL-J12429	2022-01-30	BA.1.1	2022-1	2022-5
ME-HETL-J12430	2022-01-30	BA.1.1	2022-1	2022-5
ME-HETL-J12431	2022-01-31	BA.1.1	2022-1	2022-5
ME-HETL-J12432	2022-01-31	BA.1.1	2022-1	2022-5
ME-HETL-J12433	2022-01-31	BA.1.1	2022-1	2022-5
ME-HETL-J12435	DateMissing	BA.1.1	DateMissing-Past	DateMissing-Past
ME-HETL-J12436	2022-01-25	BA.1.1	2022-1	2022-4
ME-HETL-J12437	2022-01-25	BA.1	2022-1	2022-4
ME-HETL-J12438	2022-01-25	BA.1.1	2022-1	2022-4
ME-HETL-J12440	2022-01-25	BA.1.20	2022-1	2022-4
ME-HETL-J12441	2022-01-25	BA.1.1	2022-1	2022-4
ME-HETL-J12447	2022-01-26	BA.1.1	2022-1	2022-4
ME-HETL-J12448	2022-01-26	BA.1.1	2022-1	2022-4
ME-HETL-J12450	2022-01-26	BA.1.1	2022-1	2022-4
ME-HETL-J12451	2022-01-26	BA.1.1	2022-1	2022-4
ME-HETL-J12453	2022-01-26	BA.1.1	2022-1	2022-4
ME-HETL-J12454	2022-01-27	BA.1.1	2022-1	2022-4
ME-HETL-J12455	2022-01-26	BA.1.1	2022-1	2022-4
ME-HETL-J12456	2022-01-26	BA.1.1	2022-1	2022-4
ME-HETL-J12460	2022-02-01	BA.1.1	2022-2	2022-5
ME-HETL-J12461	2022-01-31	BA.1.1	2022-1	2022-5
ME-HETL-J12465	2022-01-26	BA.1.1	2022-1	2022-4
ME-HETL-J12466	2022-01-26	BA.1.1	2022-1	2022-4
ME-HETL-J12471	2021-11-26	AY.103	2021-11	2021-47
ME-HETL-J12474	2021-11-27	AY.103	2021-11	2021-47
ME-HETL-J12475	2021-11-27	AY.119.2	2021-11	2021-47
ME-HETL-J12476	2021-11-27	AY.103	2021-11	2021-47
ME-HETL-J12479	2021-11-27	AY.103	2021-11	2021-47
ME-HETL-J12480	2021-11-28	AY.103	2021-11	2021-48
ME-HETL-J12481	2021-11-28	AY.103	2021-11	2021-48
ME-HETL-J12482	2021-11-28	AY.25	2021-11	2021-48
ME-HETL-J12483	2021-11-28	AY.25	2021-11	2021-48
ME-HETL-J12484	2021-11-28	AY.103	2021-11	2021-48
ME-HETL-J12485	2021-11-28	AY.103	2021-11	2021-48
ME-HETL-J12486	2021-11-28	AY.25	2021-11	2021-48
ME-HETL-J12488	2021-11-29	AY.3	2021-11	2021-48
ME-HETL-J12489	2021-11-29	AY.47	2021-11	2021-48
ME-HETL-J12491	2021-11-29	AY.100	2021-11	2021-48
ME-HETL-J12492	2021-11-29	AY.103	2021-11	2021-48
ME-HETL-J12493	2021-11-29	AY.44	2021-11	2021-48
ME-HETL-J12495	2021-11-29	AY.119	2021-11	2021-48
ME-HETL-J12497	2021-11-29	AY.46.1	2021-11	2021-48
ME-HETL-J12502	2022-01-10	BA.1.1	2022-1	2022-2
ME-HETL-J12503	2022-01-10	BA.1.1	2022-1	2022-2
ME-HETL-J12506	2022-01-10	BA.1.15	2022-1	2022-2
ME-HETL-J12507	2022-01-10	BA.1.15	2022-1	2022-2
ME-HETL-J12510	2022-01-10	BA.1.1	2022-1	2022-2
ME-HETL-J12511	2022-01-10	BA.1.1	2022-1	2022-2
ME-HETL-J12512	2022-01-10	BA.1.1	2022-1	2022-2
ME-HETL-J12513	2022-01-10	BA.1.1	2022-1	2022-2
ME-HETL-J12514	2022-01-07	BA.1	2022-1	2022-1
ME-HETL-J12515	2022-01-09	BA.1	2022-1	2022-2
ME-HETL-J12519	2022-01-10	BA.1.1	2022-1	2022-2
ME-HETL-J12520	2022-01-10	BA.1	2022-1	2022-2
ME-HETL-J12521	2022-01-08	BA.1.1	2022-1	2022-1
ME-HETL-J12522	2022-01-07	BA.1.1	2022-1	2022-1
ME-HETL-J12524	2022-01-10	BA.1.1	2022-1	2022-2
ME-HETL-J12525	2022-01-15	BA.1.1	2022-1	2022-2
ME-HETL-J12526	2022-01-16	BA.1.1	2022-1	2022-3
ME-HETL-J12528	2022-01-16	BA.1.1	2022-1	2022-3
ME-HETL-J12530	2022-01-17	BA.1	2022-1	2022-3
ME-HETL-J12531	2022-01-17	BA.1.1	2022-1	2022-3
ME-HETL-J12532	2022-01-17	BA.1.15	2022-1	2022-3
ME-HETL-J12533	2022-01-17	BA.1	2022-1	2022-3
ME-HETL-J12536	2022-01-17	BA.1.1	2022-1	2022-3
ME-HETL-J12537	2022-01-17	BA.1.1	2022-1	2022-3
ME-HETL-J12538	2022-01-24	BA.1.15	2022-1	2022-4
ME-HETL-J12539	2022-01-23	BA.1.1	2022-1	2022-4
ME-HETL-J12540	2022-01-24	BA.1.20	2022-1	2022-4
ME-HETL-J12545	2022-01-23	BA.1.1	2022-1	2022-4
ME-HETL-J12546	2022-01-24	BA.1.1	2022-1	2022-4
ME-HETL-J12549	2022-01-23	BA.1.17.2	2022-1	2022-4
ME-HETL-J12551	2022-01-13	BA.1.1	2022-1	2022-2
ME-HETL-J12553	2022-01-16	BA.1.15	2022-1	2022-3
ME-HETL-J12554	2022-01-17	BA.1.1	2022-1	2022-3
ME-HETL-J12555	2022-01-17	BA.1.1	2022-1	2022-3
ME-HETL-J12556	2022-01-18	AY.3	2022-1	2022-3
ME-HETL-J12557	2022-01-18	BA.1.1	2022-1	2022-3
ME-HETL-J12558	2022-01-18	BA.1.1	2022-1	2022-3
ME-HETL-J12559	2022-01-20	BA.1.1	2022-1	2022-3
ME-HETL-J12560	2022-01-20	BA.1.1	2022-1	2022-3
ME-HETL-J12561	2022-01-22	BA.1.1	2022-1	2022-3
ME-HETL-J12562	2022-01-24	BA.1.1	2022-1	2022-4
ME-HETL-J12563	2022-01-25	BA.1.1	2022-1	2022-4
ME-HETL-J12564	2022-01-25	BA.1.1	2022-1	2022-4
ME-HETL-J12565	2022-01-25	BA.1.1	2022-1	2022-4
ME-HETL-J12566	2022-01-25	BA.1.1	2022-1	2022-4
ME-HETL-J12568	2022-01-24	BA.1.1	2022-1	2022-4
ME-HETL-J12569	2022-01-23	BA.1.1	2022-1	2022-4
ME-HETL-J12570	2022-01-23	BA.1.1	2022-1	2022-4
ME-HETL-J12571	2022-01-23	BA.1.1	2022-1	2022-4
ME-HETL-J12573	2022-01-23	BA.1.20	2022-1	2022-4
ME-HETL-J12574	2022-01-23	BA.1.1	2022-1	2022-4
ME-HETL-J12575	2022-01-23	BA.1.1	2022-1	2022-4
ME-HETL-J12576	2022-01-23	BA.1.17	2022-1	2022-4
ME-HETL-J12577	2022-01-23	BA.1.1	2022-1	2022-4
ME-HETL-J12578	2022-01-23	BA.1.1	2022-1	2022-4
ME-HETL-J12579	2022-01-23	AY.103	2022-1	2022-4
ME-HETL-J12580	2022-01-23	BA.1	2022-1	2022-4
ME-HETL-J12582	2022-01-23	BA.1.1	2022-1	2022-4
ME-HETL-J12584	2022-01-21	BA.1.1	2022-1	2022-3
ME-HETL-J12585	2022-01-21	BA.1.1	2022-1	2022-3
ME-HETL-J12586	2022-01-21	BA.1.15	2022-1	2022-3
ME-HETL-J12587	2022-01-21	BA.1.1	2022-1	2022-3
ME-HETL-J12588	2022-01-21	BA.1.1	2022-1	2022-3
ME-HETL-J12589	2022-01-21	BA.1.1	2022-1	2022-3
ME-HETL-J12591	2022-01-21	BA.1.1	2022-1	2022-3
ME-HETL-J12592	2022-01-21	BA.1.1	2022-1	2022-3
ME-HETL-J12593	2022-01-21	BA.1.1	2022-1	2022-3
ME-HETL-J12309	2022-01-31	BA.1.1	2022-1	2022-5
ME-HETL-J12312	2022-01-31	BA.1.1	2022-1	2022-5
ME-HETL-J12314	2022-01-31	BA.1.1	2022-1	2022-5
ME-HETL-J12315	2022-02-01	BA.1.15	2022-2	2022-5
ME-HETL-J12317	2022-02-01	BA.1.1	2022-2	2022-5
ME-HETL-J12318	2022-02-01	BA.1	2022-2	2022-5
ME-HETL-J12319	2022-02-01	BA.2	2022-2	2022-5
ME-HETL-J12320	2022-02-01	BA.1	2022-2	2022-5
ME-HETL-J12321	2022-02-02	BA.1.1	2022-2	2022-5
ME-HETL-J12324	2022-02-02	BA.1.1	2022-2	2022-5
ME-HETL-J12325	2022-02-02	BA.1.1	2022-2	2022-5
ME-HETL-J12326	2022-02-03	BA.1	2022-2	2022-5
ME-HETL-J12327	2022-02-03	BA.1.1	2022-2	2022-5
ME-HETL-J12330	2022-02-03	BA.1.1	2022-2	2022-5
ME-HETL-J12331	2022-02-03	BA.1.1	2022-2	2022-5
ME-HETL-J12337	2022-02-04	BA.1.1	2022-2	2022-5
ME-HETL-J12338	2022-02-04	BA.1	2022-2	2022-5
ME-HETL-J12339	2022-02-05	BA.1.1	2022-2	2022-5
ME-HETL-J12340	2022-02-06	BA.1.1	2022-2	2022-6
ME-HETL-J12342	2022-02-07	BA.1.17.2	2022-2	2022-6
ME-HETL-J12346	2022-02-07	BA.1	2022-2	2022-6
ME-HETL-J12349	2022-02-08	BA.1.1	2022-2	2022-6
ME-HETL-J12350	2022-02-13	BA.1.1	2022-2	2022-7
ME-HETL-J12354	2022-02-02	BA.1.1	2022-2	2022-5
ME-HETL-J12355	2022-02-02	BA.1.1	2022-2	2022-5
ME-HETL-J12361	2022-02-02	BA.1.1	2022-2	2022-5
ME-HETL-J12362	2022-02-02	BA.1.1	2022-2	2022-5
ME-HETL-J12364	2022-02-07	BA.1.1	2022-2	2022-6
ME-HETL-J12366	2022-02-09	BA.1.1	2022-2	2022-6
ME-HETL-J12369	DateMissing	BA.1.1	DateMissing-Past	DateMissing-Past
ME-HETL-J12371	2022-02-09	BA.1.1	2022-2	2022-6
ME-HETL-J12377	2022-02-10	BA.1.1	2022-2	2022-6
ME-HETL-J12379	2022-02-03	BA.1.1	2022-2	2022-5
ME-HETL-J12381	2022-02-11	BA.1	2022-2	2022-6
ME-HETL-J12384	2022-02-03	BA.1.1	2022-2	2022-5
ME-HETL-J12385	2022-02-15	BA.1.1	2022-2	2022-7
ME-HETL-J12387	2022-02-14	BA.1.1	2022-2	2022-7
ME-HETL-J12391	2022-02-09	BA.1.15	2022-2	2022-6
ME-HETL-J12393	2022-02-13	BA.1	2022-2	2022-7
ME-HETL-J12395	2022-02-11	BA.1.1	2022-2	2022-6
ME-HETL-J12398	2021-10-01	AY.100	2021-10	2021-39
ME-HETL-J12399	2021-10-02	AY.14	2021-10	2021-39
ME-HETL-J12400	2021-10-02	AY.103	2021-10	2021-39
ME-HETL-J12402	2021-12-06	AY.103	2021-12	2021-49
ME-HETL-J14020	2022-01-13	BA.1.1	2022-1	2022-2
ME-HETL-J14021	2022-01-13	BA.1.1	2022-1	2022-2
ME-HETL-J14022	2022-01-12	BA.1.1	2022-1	2022-2
ME-HETL-J14023	2022-01-13	BA.1.1	2022-1	2022-2
ME-HETL-J14025	2022-01-11	BA.1.1	2022-1	2022-2
ME-HETL-J14026	DateMissing	BA.1.1	DateMissing	DateMissing
ME-HETL-J14027	2021-10-02	BA.1.1	2021-10	2021-39
ME-HETL-J14028	2021-10-02	BA.1.1	2021-10	2021-39
ME-HETL-J14029	DateMissing	BA.1.1	DateMissing	DateMissing
ME-HETL-J14030	2021-10-02	BA.1.1	2021-10	2021-39
ME-HETL-J14031	2021-12-04	BA.1	2021-12	2021-48
ME-HETL-J14033	2021-12-06	BA.1.1	2021-12	2021-49
ME-HETL-J14034	2021-12-07	BA.1.1	2021-12	2021-49
ME-HETL-J14035	2021-10-01	BA.1.15	2021-10	2021-39
ME-HETL-J14036	2021-10-01	BA.1.15	2021-10	2021-39
ME-HETL-J14037	2021-10-02	BA.1.1	2021-10	2021-39
ME-HETL-J14039	2021-10-03	BA.1.1	2021-10	2021-40
ME-HETL-J14040	2021-10-02	BA.1.1	2021-10	2021-39
ME-HETL-J14041	2021-10-01	BA.1.1	2021-10	2021-39
ME-HETL-J14043	2022-01-19	BA.1.1	2022-1	2022-3
ME-HETL-J14044	2022-01-19	BA.1	2022-1	2022-3
ME-HETL-J14045	2022-01-18	BA.1.1	2022-1	2022-3
ME-HETL-J14046	2021-12-29	BA.1.20	2021-12	2021-52
ME-HETL-J14047	2022-01-04	BA.1.1	2022-1	2022-1
ME-HETL-J14048	2022-01-13	BA.1.1	2022-1	2022-2
ME-HETL-J14049	2022-01-12	BA.1.1	2022-1	2022-2
ME-HETL-J14050	2022-01-14	BA.1	2022-1	2022-2
ME-HETL-J14051	2022-01-13	BA.1	2022-1	2022-2
ME-HETL-J14052	2021-10-01	BA.1.1	2021-10	2021-39
ME-HETL-J14055	2021-12-06	BA.1.1	2021-12	2021-49
ME-HETL-J14056	2021-11-22	BA.1.1	2021-11	2021-47
ME-HETL-J14057	2021-10-02	BA.1.15	2021-10	2021-39
ME-HETL-J14059	2022-01-12	BA.1.1	2022-1	2022-2
ME-HETL-J14060	2022-01-12	BA.1.1	2022-1	2022-2
ME-HETL-J14062	2022-01-13	BA.1.1	2022-1	2022-2
ME-HETL-J14063	2022-01-13	BA.1.1	2022-1	2022-2
ME-HETL-J14064	2022-01-13	BA.1	2022-1	2022-2
ME-HETL-J14065	2022-01-11	BA.1.15	2022-1	2022-2
ME-HETL-J14067	2021-12-30	BA.1.1	2021-12	2021-52
ME-HETL-J14068	2022-01-03	BA.1.1	2022-1	2022-1
ME-HETL-J14069	2021-12-29	BA.1	2021-12	2021-52
ME-HETL-J14072	2022-01-12	BA.1.1	2022-1	2022-2
ME-HETL-J14073	2022-01-13	BA.1	2022-1	2022-2
ME-HETL-J14074	2022-01-14	BA.1.15	2022-1	2022-2
ME-HETL-J14075	2022-01-13	BA.1.1	2022-1	2022-2
ME-HETL-J14076	2022-01-13	BA.1	2022-1	2022-2
ME-HETL-J14079	2022-02-13	BA.1	2022-2	2022-7
ME-HETL-J14081	2022-02-15	BA.1.1	2022-2	2022-7
ME-HETL-J14082	2022-02-14	BA.1.15	2022-2	2022-7
ME-HETL-J14083	2022-02-14	BA.1.1	2022-2	2022-7
ME-HETL-J14084	2022-02-17	BA.1.1	2022-2	2022-7
ME-HETL-J14085	2022-02-16	BA.1.1	2022-2	2022-7
ME-HETL-J14086	DateMissing	BA.1.1	DateMissing	DateMissing
ME-HETL-J14087	2022-02-18	BA.1.1	2022-2	2022-7
ME-HETL-J14089	DateMissing	BA.1.15	DateMissing	DateMissing
ME-HETL-J14090	2022-02-17	BA.1.1	2022-2	2022-7
ME-HETL-J14093	DateMissing	AY.44	DateMissing	DateMissing
ME-HETL-J14094	DateMissing	AY.25	DateMissing	DateMissing
ME-HETL-J14095	DateMissing	AY.114	DateMissing	DateMissing
ME-HETL-J14096	2022-02-28	AY.25	2022-2	2022-9
ME-HETL-J14097	2022-02-06	AY.47	2022-2	2022-6
ME-HETL-J14098	2022-02-02	AY.103	2022-2	2022-5
ME-HETL-J14100	2022-01-31	AY.47	2022-1	2022-5
ME-HETL-J14101	2022-02-27	AY.3	2022-2	2022-9
ME-HETL-J14104	2022-02-21	AY.103	2022-2	2022-8
ME-HETL-J14105	2022-02-19	AY.103	2022-2	2022-7
ME-HETL-J14107	2022-02-18	AY.44	2022-2	2022-7
ME-HETL-J14108	DateMissing	AY.114	DateMissing	DateMissing
ME-HETL-J14109	2022-02-16	AY.44	2022-2	2022-7
ME-HETL-J14110	2022-02-23	AY.25	2022-2	2022-8
ME-HETL-J14112	DateMissing	BA.1.1	DateMissing	DateMissing
ME-HETL-J14113	2022-02-16	BA.1.1	2022-2	2022-7
ME-HETL-J14116	2022-02-04	BA.1.17.2	2022-2	2022-5
ME-HETL-J14117	2022-02-04	BA.1.1	2022-2	2022-5
ME-HETL-J14118	2022-02-05	BA.1.1	2022-2	2022-5
ME-HETL-J14119	2022-02-05	BA.1	2022-2	2022-5
ME-HETL-J14121	2022-02-07	AY.103	2022-2	2022-6
ME-HETL-J14126	2022-02-08	AY.103	2022-2	2022-6
ME-HETL-J14127	2022-02-08	AY.44	2022-2	2022-6
ME-HETL-J14128	2022-02-08	AY.44	2022-2	2022-6
ME-HETL-J14129	2022-02-08	AY.44	2022-2	2022-6
ME-HETL-J14130	2022-02-13	AY.103	2022-2	2022-7
ME-HETL-J14133	2022-02-13	AY.103	2022-2	2022-7
ME-HETL-J14134	2022-02-14	AY.103	2022-2	2022-7
ME-HETL-J14136	2022-02-11	AY.44	2022-2	2022-6
ME-HETL-J14137	2022-02-11	AY.3	2022-2	2022-6
ME-HETL-J14139	2022-02-11	BA.1.1	2022-2	2022-6
ME-HETL-J14141	2022-02-11	AY.3	2022-2	2022-6
ME-HETL-J14142	2022-02-10	BA.1.1	2022-2	2022-6
ME-HETL-J14145	2022-02-08	AY.3	2022-2	2022-6
ME-HETL-J14146	2022-02-08	BA.1.1	2022-2	2022-6
ME-HETL-J14148	2022-02-09	AY.39	2022-2	2022-6
ME-HETL-J14149	2022-02-09	AY.44	2022-2	2022-6
ME-HETL-J14150	2022-02-09	AY.44	2022-2	2022-6
ME-HETL-J14151	2022-02-10	AY.103	2022-2	2022-6
ME-HETL-J14152	2022-02-10	AY.103	2022-2	2022-6
ME-HETL-J14153	2022-02-10	AY.103	2022-2	2022-6
ME-HETL-J14154	2022-02-10	BA.1	2022-2	2022-6
ME-HETL-J14155	2022-02-10	BA.1	2022-2	2022-6
ME-HETL-J14157	2022-02-11	BA.1.1	2022-2	2022-6
ME-HETL-J14158	2022-02-11	BA.1	2022-2	2022-6
ME-HETL-J14159	2022-02-07	BA.1	2022-2	2022-6
ME-HETL-J14160	2022-02-06	BA.1.17	2022-2	2022-6
ME-HETL-J14161	2022-02-07	BA.1.1	2022-2	2022-6
